STATE_NAME,COUNTY,POPULATION,HOUSEHOLDS,FAMILIES,SNAP,GEOID,latitude,longitude
 Kentucky,Crittenden County,8997,3452,2191,463,,,
 Kentucky,Cumberland County,6023,2451,1371,448,47035,35.9504,-84.9984
 Kentucky,Daviess County,102488,40603,26972,4243,,,
 Kentucky,Edmonson County,12165,4847,3177,565,,,
 Kentucky,Elliott County,7414,2173,1444,527,,,
 Kentucky,Estill County,14157,5598,3693,1615,,,
 Kentucky,Fayette County,321354,134229,75187,11688,47047,,
 Kentucky,Fleming County,14996,5713,4101,1004,,,
 Kentucky,Floyd County,36127,14040,9719,3402,,,
 Kentucky,Franklin County,51319,22247,13629,2531,47051,,
 Kentucky,Fulton County,6507,2315,1373,489,,,
 Kentucky,Gallatin County,8694,3004,1991,342,,,
 Kentucky,Garrard County,17018,6554,4803,843,,,
 Kentucky,Grant County,24918,9044,6371,1242,,,
 Kentucky,Graves County,36796,14214,9125,1785,,,
 Kentucky,Grayson County,26351,9398,6104,1292,,,
 Kentucky,Green County,11141,4390,2896,912,,,
 Kentucky,Greenup County,35996,14182,9797,1790,,,
 Kentucky,Hancock County,9050,3449,2503,333,47067,,
 Kentucky,Hardin County,110134,42288,28364,3692,47071,,
 Kentucky,Harlan County,26921,10370,7014,2825,,,
 Kentucky,Harrison County,18690,7264,5203,1263,,,
 Kentucky,Hart County,19194,7064,4520,1217,,,
 Kentucky,Henderson County,45102,18194,11928,2509,47077,,
 Kentucky,Henry County,15691,5967,3956,680,47079,,
 Kentucky,Hickman County,4529,1674,1082,157,47081,,
 Kentucky,Hopkins County,45432,18314,12017,2544,,,
 Kentucky,Jackson County,13029,4956,3529,1382,47087,36.3592,-85.6732
 Kentucky,Jefferson County,780449,323293,191322,33680,47089,,
 Kentucky,Jessamine County,53016,19054,13215,2081,,,
 Kentucky,Johnson County,22794,8376,6054,1893,47091,,
 Kentucky,Kenton County,168264,66999,41832,5066,,,
 Kentucky,Knott County,14506,5458,3644,1547,,,
 Kentucky,Knox County,30367,11115,7232,3454,47093,,
 Kentucky,Larue County,14768,5906,3844,805,,,
 Kentucky,Laurel County,62090,23146,16546,4218,,,
 Kentucky,Lawrence County,16274,5524,3906,1453,47099,,
 Kentucky,Lee County,7263,2616,1536,878,,,
 Kentucky,Leslie County,10622,3688,2499,808,,,
 Kentucky,Letcher County,21784,8406,5495,2460,,,
 Kentucky,Lewis County,13103,4737,3222,1143,47101,,
 Kentucky,Lincoln County,24314,9543,6676,1551,47103,,
 Kentucky,Livingston County,8989,3560,2379,472,,,
 Kentucky,Logan County,27319,10749,7277,1224,,,
 Kentucky,Lyon County,8700,3207,1871,473,,,
 Kentucky,McCracken County,67394,27062,16938,2751,,,
 Kentucky,McCreary County,17044,5700,3738,1774,,,
 Kentucky,McLean County,9182,3659,2515,420,,,
 Kentucky,Madison County,92194,35411,22795,4588,47113,,
 Kentucky,Magoffin County,11818,4525,3030,1427,,,
 Kentucky,Marion County,19556,7536,4676,1307,47115,,
 Kentucky,Marshall County,31662,13217,9085,1185,47117,,
 Kentucky,Martin County,11394,3637,2429,707,,,
 Kentucky,Mason County,17103,6591,4391,1095,,,
 Kentucky,Meade County,29735,10331,7376,1107,,,
 Kentucky,Menifee County,6149,2130,1464,401,,,
 Kentucky,Mercer County,22470,8909,5571,919,,,
 Kentucky,Metcalfe County,10275,4087,2936,584,,,
 Kentucky,Monroe County,11269,4491,2989,732,47123,,
 Kentucky,Montgomery County,28084,10748,7594,2113,47125,,
 Kentucky,Morgan County,13772,4463,3129,906,47129,,
 Kentucky,Muhlenberg County,31011,11456,7919,1475,,,
 Kentucky,Nelson County,46440,18163,12647,1661,,,
 Kentucky,Nicholas County,7517,2730,1894,446,,,
 Kentucky,Ohio County,23861,8845,6055,864,,,
 Kentucky,Oldham County,67586,21934,18101,800,,,
 Kentucky,Owen County,11160,4167,2843,444,,,
 Kentucky,Owsley County,4094,1460,895,467,,,
 Kentucky,Pendleton County,14625,5194,3705,736,,,
 Kentucky,Perry County,28421,11252,7888,2811,47135,,
 Kentucky,Pike County,58914,23855,15862,4520,,,
 Kentucky,Powell County,13050,4665,3286,1066,,,
 Kentucky,Pulaski County,64717,25255,16195,3993,,,
 Kentucky,Robertson County,2196,844,558,225,47147,,
 Kentucky,Rockcastle County,16167,6307,4285,1295,,,
 Kentucky,Rowan County,24654,8819,5223,2118,,,
 Kentucky,Russell County,17909,6982,4551,1183,,,
 Kentucky,Scott County,56267,21347,15403,1606,47151,,
 Kentucky,Shelby County,47523,17046,12388,1672,47157,,
 Kentucky,Simpson County,19324,7222,4872,810,,,
 Kentucky,Spencer County,19256,6892,5556,429,,,
 Kentucky,Taylor County,25948,9771,6478,1361,,,
 Kentucky,Todd County,12206,4355,3134,681,,,
 Kentucky,Trigg County,14067,5755,3947,650,,,
 Kentucky,Trimble County,8502,3238,2191,349,,,
 Kentucky,Union County,13786,4934,3413,604,47173,,
 Kentucky,Warren County,133216,51010,32064,6337,47177,35.6787,-85.7785
 Kentucky,Washington County,11957,4642,3047,446,47179,,
 Kentucky,Wayne County,19743,7856,5275,1081,47181,,
 Kentucky,Webster County,12994,4759,3220,585,,,
 Kentucky,Whitley County,36578,12774,8958,2414,,,
 Kentucky,Wolfe County,6666,2470,1532,889,,,
 Kentucky,Woodford County,26758,10395,7402,674,,,
 Louisiana,Acadia Parish,58200,21555,14681,4489,,,
 Louisiana,Allen Parish,23085,7687,5362,1494,,,
 Louisiana,Ascension Parish,125289,45195,33810,4415,,,
 Louisiana,Assumption Parish,21366,8289,5288,1507,,,
 Louisiana,Avoyelles Parish,39880,14446,9089,3356,,,
 Louisiana,Beauregard Parish,36417,13352,9408,1894,,,
 Louisiana,Bienville Parish,13130,5236,3150,1249,,,
 Louisiana,Bossier Parish,128508,47849,31496,5025,,,
 Louisiana,Caddo Parish,239775,94311,56807,17945,,,
 Louisiana,Calcasieu Parish,212646,76829,49871,10413,,,
 Louisiana,Caldwell Parish,9707,3468,2459,843,,,
 Louisiana,Cameron Parish,5650,2216,1800,160,,,
 Louisiana,Catahoula Parish,9117,3055,2267,548,,,
 Louisiana,Claiborne Parish,14456,5042,3033,1309,,,
 Louisiana,Concordia Parish,18989,6273,3995,1551,,,
 Louisiana,De Soto Parish,26803,10168,7176,2317,,,
 Louisiana,East Baton Rouge Parish,455447,171349,102749,25104,,,
 Louisiana,East Carroll Parish,7502,2213,1302,684,,,
 Louisiana,East Feliciana Parish,19588,6520,4332,925,,,
 Louisiana,Evangeline Parish,32538,12076,7929,3065,,,
 Louisiana,Franklin Parish,19964,7279,5074,1510,,,
 Louisiana,Grant Parish,22236,6577,4409,1224,,,
 Louisiana,Iberia Parish,70518,26697,18661,5834,,,
 Louisiana,Iberville Parish,30651,10933,7676,2133,,,
 Louisiana,Jackson Parish,15214,5364,3538,993,,,
 Louisiana,Jefferson Parish,439402,174954,108910,22460,,,
 Louisiana,Jefferson Davis Parish,32270,11351,7955,1810,,,
 Louisiana,Lafayette Parish,241173,95607,60839,11140,,,
 Louisiana,Lafourche Parish,97677,36412,24967,5509,,,
 Louisiana,LaSalle Parish,14770,4533,3392,607,,,
 Louisiana,Lincoln Parish,48415,17729,9853,2392,,,
 Louisiana,Livingston Parish,141057,48474,36008,6207,,,
 Louisiana,Madison Parish,10297,3076,2000,741,,,
 Louisiana,Morehouse Parish,25852,9240,5666,2496,,,
 Louisiana,Natchitoches Parish,37896,13765,7693,3686,,,
 Louisiana,Orleans Parish,383974,156586,71845,28736,,,
 Louisiana,Ouachita Parish,160227,58493,36838,10180,,,
 Louisiana,Plaquemines Parish,23536,8039,6042,1210,,,
 Louisiana,Pointe Coupee Parish,20951,8287,5042,1177,,,
 Louisiana,Rapides Parish,130459,48651,32059,8740,,,
 Louisiana,Red River Parish,7787,2800,1883,386,,,
 Louisiana,Richland Parish,20110,7202,4956,1840,,,
 Louisiana,Sabine Parish,22377,8361,5270,1777,,,
 Louisiana,St. Bernard Parish,43821,15472,10460,3268,,,
 Louisiana,St. Charles Parish,52411,18640,13981,1908,,,
 Louisiana,St. Helena Parish,10881,3991,2546,1041,,,
 Louisiana,St. James Parish,20390,7464,5481,1092,,,
 Louisiana,St. John the Baptist Parish,42704,15109,11122,2328,,,
 Louisiana,St. Landry Parish,82999,30479,20644,5507,,,
 Louisiana,St. Martin Parish,52222,19537,12795,3452,,,
 Louisiana,St. Mary Parish,49818,18565,11645,4148,,,
 Louisiana,St. Tammany Parish,262799,99293,70309,7270,,,
 Louisiana,Tangipahoa Parish,132492,48390,31611,8935,,,
 Louisiana,Tensas Parish,4269,1502,838,364,,,
 Louisiana,Terrebonne Parish,110100,41960,28712,6458,,,
 Louisiana,Union Parish,21272,7669,4743,1398,,,
 Louisiana,Vermilion Parish,57775,21580,15508,3220,,,
 Louisiana,Vernon Parish,49064,17263,12080,2009,,,
 Louisiana,Washington Parish,45794,17367,11563,4413,,,
 Louisiana,Webster Parish,37356,14831,9528,3315,,,
 Louisiana,West Baton Rouge Parish,27064,9759,7197,1260,,,
 Louisiana,West Carroll Parish,9959,3700,2455,718,,,
 Louisiana,West Feliciana Parish,15334,3852,2659,619,,,
 Louisiana,Winn Parish,13875,4726,3235,846,,,
 Maine,Androscoggin County,110378,45770,27525,7663,,,
 Maine,Aroostook County,67272,28939,17645,5562,,,
 Maine,Cumberland County,300776,125986,74877,9481,47035,35.9504,-84.9984
 Maine,Franklin County,29487,12018,7157,1859,47051,,
 Maine,Hancock County,55417,24103,14308,2196,47067,,
 Maine,Kennebec County,123293,52752,32189,6991,,,
 Maine,Knox County,40519,17529,10447,1553,47093,,
 Maine,Lincoln County,35065,15372,9201,1388,47103,,
 Maine,Oxford County,57807,22747,14509,3541,,,
 Maine,Penobscot County,152211,62812,37286,9487,,,
 Maine,Piscataquis County,16760,7176,4556,1279,,,
 Maine,Sagadahoc County,36530,15879,10530,1378,,,
 Maine,Somerset County,50424,21596,13049,4192,,,
 Maine,Waldo County,39618,17213,11048,2064,,,
 Maine,Washington County,31003,13258,8196,2680,47179,,
 Maine,York County,210486,87914,56083,8035,,,
 Maryland,Allegany County,68684,27563,16012,5854,,,
 Maryland,Anne Arundel County,584064,218682,151198,13076,,,
 Maryland,Baltimore County,850702,326932,210223,34031,,,
 Maryland,Calvert County,92515,32751,24408,1932,,,
 Maryland,Caroline County,33234,11963,8476,2072,,,
 Maryland,Carroll County,172148,62907,47159,3445,47017,,
 Maryland,Cecil County,103370,38672,27191,4740,,,
 Maryland,Charles County,165209,58138,42475,4695,,,
 Maryland,Dorchester County,32486,13123,8420,2802,,,
 Maryland,Frederick County,267498,97615,70068,6573,,,
 Maryland,Garrett County,28955,12392,8201,1771,,,
 Maryland,Harford County,259162,97468,70654,7250,,,
 Maryland,Howard County,329248,118037,86647,6183,,,
 Maryland,Kent County,19335,8291,4936,1139,,,
 Maryland,Montgomery County,1057201,383308,267285,25619,47125,,
 Maryland,Prince George's County,957767,337366,216585,34086,,,
 Maryland,Queen Anne's County,49702,18914,13864,1428,,,
 Maryland,St. Mary's County,113209,40236,28825,3893,,,
 Maryland,Somerset County,24834,8113,5268,1991,,,
 Maryland,Talbot County,37510,16251,10294,1464,,,
 Maryland,Washington County,153956,58630,39486,9054,47179,,
 Maryland,Wicomico County,103223,39452,24931,6835,,,
 Maryland,Worcester County,52322,22573,14673,2147,,,
 Maryland,Baltimore city,592211,244893,119410,56208,,,
 Massachusetts,Barnstable County,227942,98163,60982,6864,,,
 Massachusetts,Berkshire County,129089,55525,32200,7738,,,
 Massachusetts,Bristol County,576070,227816,149454,38334,,,
 Massachusetts,Dukes County,20277,6801,4187,430,,,
 Massachusetts,Essex County,804598,307959,205474,44882,,,
 Massachusetts,Franklin County,71085,30792,17948,4094,47051,,
 Massachusetts,Hampden County,466265,183309,116188,41143,,,
 Massachusetts,Hampshire County,161810,60903,36502,5477,,,
 Massachusetts,Middlesex County,1623411,624335,397207,45268,,,
 Massachusetts,Nantucket County,13795,4031,2822,129,,,
 Massachusetts,Norfolk County,720403,276744,182778,19589,,,
 Massachusetts,Plymouth County,527602,196307,138065,20525,,,
 Massachusetts,Suffolk County,792647,315192,153628,54163,,,
 Massachusetts,Worcester County,856858,326571,214257,42623,,,
 Michigan,Alcona County,10138,4795,2972,586,,,
 Michigan,Alger County,8911,3060,1958,368,,,
 Michigan,Allegan County,119418,44240,32631,2902,,,
 Michigan,Alpena County,28913,12584,7540,2034,,,
 Michigan,Antrim County,23427,10108,7006,950,,,
 Michigan,Arenac County,15009,6292,3922,949,,,
 Michigan,Baraga County,8249,3164,2046,460,,,
 Michigan,Barry County,62014,24115,16489,1752,,,
 Michigan,Bay County,104050,45007,27503,6020,,,
 Michigan,Benzie County,17926,6817,4543,480,,,
 Michigan,Berrien County,154263,63403,40862,8607,,,
 Michigan,Branch County,44677,16625,10832,1898,,,
 Michigan,Calhoun County,134207,53197,32824,6776,,,
 Michigan,Cass County,51632,20704,14228,2368,,,
 Michigan,Charlevoix County,26109,11769,7818,891,,,
 Michigan,Cheboygan County,25654,10671,7029,1172,,,
 Michigan,Chippewa County,37091,13757,8328,1964,,,
 Michigan,Clare County,30827,11686,7528,2178,,,
 Michigan,Clinton County,78895,30835,21005,1967,,,
 Michigan,Crawford County,13102,5705,3649,780,,,
 Michigan,Delta County,36836,15695,10146,2199,,,
 Michigan,Dickinson County,25954,11394,7172,1146,,,
 Michigan,Eaton County,108972,44895,29294,4039,,,
 Michigan,Emmet County,33946,14280,9481,1009,,,
 Michigan,Genesee County,406400,164905,104132,30430,,,
 Michigan,Gladwin County,25344,10714,6854,1643,,,
 Michigan,Gogebic County,14858,6770,3672,1032,,,
 Michigan,Grand Traverse County,94562,38511,24131,3054,,,
 Michigan,Gratiot County,41758,14859,10036,2027,,,
 Michigan,Hillsdale County,45673,17683,11651,1947,,,
 Michigan,Houghton County,37485,13884,7521,1409,,,
 Michigan,Huron County,31542,13474,8149,1243,,,
 Michigan,Ingham County,285660,114732,61293,13774,,,
 Michigan,Ionia County,66564,22782,15702,2580,,,
 Michigan,Iosco County,25262,11402,6452,1614,,,
 Michigan,Iron County,11580,5087,2893,480,,,
 Michigan,Isabella County,65623,24582,13746,2601,,,
 Michigan,Jackson County,160765,61833,39050,7522,47087,36.3592,-85.6732
 Michigan,Kalamazoo County,261280,105299,62825,10612,,,
 Michigan,Kalkaska County,17813,7001,4562,1041,,,
 Michigan,Kent County,654958,249821,165306,24558,,,
 Michigan,Keweenaw County,2052,1039,677,63,,,
 Michigan,Lake County,12248,4349,2445,824,47095,,
 Michigan,Lapeer County,88644,33977,24589,3458,,,
 Michigan,Leelanau County,22251,9108,6307,377,,,
 Michigan,Lenawee County,99346,38667,25888,3874,,,
 Michigan,Livingston County,193234,73924,53169,3451,,,
 Michigan,Luce County,5520,2128,1400,327,,,
 Michigan,Mackinac County,10814,5063,3032,574,,,
 Michigan,Macomb County,879123,351715,226881,38477,,,
 Michigan,Manistee County,24939,9681,6158,1109,,,
 Michigan,Marquette County,66380,26709,15749,2399,,,
 Michigan,Mason County,29103,12135,7845,1379,,,
 Michigan,Mecosta County,40051,15800,9483,2067,,,
 Michigan,Menominee County,23477,9726,5898,924,,,
 Michigan,Midland County,83467,34090,22738,3925,,,
 Michigan,Missaukee County,15038,5845,4046,788,,,
 Michigan,Monroe County,154068,61523,40756,6465,47123,,
 Michigan,Montcalm County,66430,23686,16074,2929,,,
 Michigan,Montmorency County,9164,4305,2656,575,,,
 Michigan,Muskegon County,175633,66122,44969,10377,,,
 Michigan,Newaygo County,49653,18892,13041,2979,,,
 Michigan,Oakland County,1271983,520393,327727,36625,,,
 Michigan,Oceana County,26555,9789,7109,1286,,,
 Michigan,Ogemaw County,20745,8999,5757,1829,,,
 Michigan,Ontonagon County,5891,2710,1674,276,,,
 Michigan,Osceola County,22917,8675,5968,1149,,,
 Michigan,Oscoda County,8206,3292,2134,437,,,
 Michigan,Otsego County,25016,10452,6828,1553,,,
 Michigan,Ottawa County,293713,107218,76593,6016,,,
 Michigan,Presque Isle County,12976,5844,3818,619,,,
 Michigan,Roscommon County,23458,11014,6526,1632,,,
 Michigan,Saginaw County,190540,77995,48647,14623,,,
 Michigan,St. Clair County,160067,65362,44302,8352,,,
 Michigan,St. Joseph County,60828,23670,15700,3062,,,
 Michigan,Sanilac County,40829,17086,11129,2167,,,
 Michigan,Schoolcraft County,8004,3607,2325,606,,,
 Michigan,Shiawassee County,68203,27704,18313,3713,,,
 Michigan,Tuscola County,53288,21328,13969,2792,,,
 Michigan,Van Buren County,75550,29148,20554,3806,47175,35.696,-85.4526
 Michigan,Washtenaw County,372428,147185,83519,10250,,,
 Michigan,Wayne County,1789781,685635,412265,148067,47181,,
 Michigan,Wexford County,33552,13002,8763,1885,,,
 Minnesota,Aitkin County,15747,6595,4096,536,,,
 Minnesota,Anoka County,360773,132559,93320,8354,,,
 Minnesota,Becker County,34995,13780,9101,1462,,,
 Minnesota,Beltrami County,46033,17555,11090,2277,,,
 Minnesota,Benton County,41087,16351,10049,1325,47005,,
 Minnesota,Big Stone County,5155,2276,1379,138,,,
 Minnesota,Blue Earth County,68575,26630,15460,1928,,,
 Minnesota,Brown County,25894,10773,6945,532,,,
 Minnesota,Carlton County,36145,13587,9052,1108,,,
 Minnesota,Carver County,105694,38213,28393,1399,,,
 Minnesota,Cass County,29917,12431,8064,1338,,,
 Minnesota,Chippewa County,12509,5240,3267,319,,,
 Minnesota,Chisago County,56328,20565,15145,1150,,,
 Minnesota,Clay County,64975,24998,15106,1860,47027,36.5511,-85.5439
 Minnesota,Clearwater County,8525,3215,2114,417,,,
 Minnesota,Cook County,5574,2499,1542,160,,,
 Minnesota,Cottonwood County,11484,4666,2950,388,,,
 Minnesota,Crow Wing County,65879,27539,17594,2123,,,
 Minnesota,Dakota County,435863,166790,115249,8335,,,
 Minnesota,Dodge County,20798,7722,5706,338,,,
 Minnesota,Douglas County,38742,17030,11120,763,,,
 Minnesota,Faribault County,13933,5979,3658,411,,,
 Minnesota,Fillmore County,21179,8414,5752,570,,,
 Minnesota,Freeborn County,30882,12844,8226,985,,,
 Minnesota,Goodhue County,47503,19580,12473,1104,,,
 Minnesota,Grant County,6045,2512,1674,168,,,
 Minnesota,Hennepin County,1270283,523528,298395,41911,,,
 Minnesota,Houston County,18806,8104,5120,316,47083,,
 Minnesota,Hubbard County,21219,8622,5951,752,,,
 Minnesota,Isanti County,40604,15298,10158,1084,,,
 Minnesota,Itasca County,44969,18210,11660,1858,,,
 Minnesota,Jackson County,10016,4374,2624,274,47087,36.3592,-85.6732
 Minnesota,Kanabec County,16004,6471,4323,586,,,
 Minnesota,Kandiyohi County,43504,16926,11383,1516,,,
 Minnesota,Kittson County,4213,1668,1075,79,,,
 Minnesota,Koochiching County,12203,5663,3225,469,,,
 Minnesota,Lac qui Parle County,6753,2841,1831,187,,,
 Minnesota,Lake County,10835,5031,3208,297,47095,,
 Minnesota,Lake of the Woods County,3757,1403,832,79,,,
 Minnesota,Le Sueur County,28567,11210,7977,678,,,
 Minnesota,Lincoln County,5655,2438,1502,185,47103,,
 Minnesota,Lyon County,25477,9849,6358,788,,,
 Minnesota,McLeod County,36662,14614,9256,996,,,
 Minnesota,Mahnomen County,5429,1863,1217,417,,,
 Minnesota,Marshall County,9082,3698,2307,174,47117,,
 Minnesota,Martin County,20070,8739,5437,844,,,
 Minnesota,Meeker County,23268,8964,6046,652,,,
 Minnesota,Mille Lacs County,26397,10389,6655,1046,,,
 Minnesota,Morrison County,33876,13530,9020,848,,,
 Minnesota,Mower County,39985,15596,10457,1693,,,
 Minnesota,Murray County,8224,3440,2200,180,,,
 Minnesota,Nicollet County,34295,12733,8322,891,,,
 Minnesota,Nobles County,22223,7606,5089,588,,,
 Minnesota,Norman County,6500,2670,1640,221,,,
 Minnesota,Olmsted County,160928,64611,41348,4540,,,
 Minnesota,Otter Tail County,59728,24838,16493,1637,,,
 Minnesota,Pennington County,14063,5987,3579,376,,,
 Minnesota,Pine County,28997,10916,6877,1120,,,
 Minnesota,Pipestone County,9370,3957,2400,361,,,
 Minnesota,Polk County,31303,12363,7662,1384,47139,,
 Minnesota,Pope County,11216,4892,3223,351,,,
 Minnesota,Ramsey County,549377,215740,123568,24997,,,
 Minnesota,Red Lake County,3921,1652,1046,144,,,
 Minnesota,Redwood County,15435,6140,3972,326,,,
 Minnesota,Renville County,14768,5861,3700,458,,,
 Minnesota,Rice County,66795,23078,15344,1512,,,
 Minnesota,Rock County,9718,3921,2604,286,,,
 Minnesota,Roseau County,15321,5689,3834,328,,,
 Minnesota,St. Louis County,200311,85532,48136,8759,,,
 Minnesota,Scott County,149568,52310,40233,2407,47151,,
 Minnesota,Sherburne County,96295,33825,24755,1080,,,
 Minnesota,Sibley County,14948,5864,3798,277,,,
 Minnesota,Stearns County,157638,60098,38430,5418,,,
 Minnesota,Steele County,37363,14911,9847,956,,,
 Minnesota,Stevens County,9669,3764,2261,378,,,
 Minnesota,Swift County,9810,4215,2659,482,,,
 Minnesota,Todd County,25121,9590,6622,657,,,
 Minnesota,Traverse County,3362,1424,846,158,,,
 Minnesota,Wabasha County,21425,9047,6114,449,,,
 Minnesota,Wadena County,14009,5582,3536,867,,,
 Minnesota,Waseca County,18972,7533,5066,575,,,
 Minnesota,Washington County,264818,98647,71034,3944,47179,,
 Minnesota,Watonwan County,11223,4272,2813,460,,,
 Minnesota,Wilkin County,6495,2680,1603,197,,,
 Minnesota,Winona County,49889,20109,10811,1079,,,
 Minnesota,Wright County,139890,50290,36523,2082,,,
 Minnesota,Yellow Medicine County,9616,3941,2701,206,,,
 Mississippi,Adams County,29927,11353,6844,2079,,,
 Mississippi,Alcorn County,34964,14027,8860,2670,,,
 Mississippi,Amite County,12718,5841,3692,1260,,,
 Mississippi,Attala County,18025,6333,4236,1207,,,
 Mississippi,Benton County,7687,2962,1881,420,47005,,
 Mississippi,Bolivar County,31301,11538,7119,3011,,,
 Mississippi,Calhoun County,13420,5672,3670,839,,,
 Mississippi,Carroll County,10053,3913,2501,489,47017,,
 Mississippi,Chickasaw County,17100,6745,4726,1116,,,
 Mississippi,Choctaw County,8264,3492,2212,563,,,
 Mississippi,Claiborne County,9115,2577,1636,539,47025,,
 Mississippi,Clarke County,15678,5929,4112,963,,,
 Mississippi,Clay County,18768,7489,4761,1377,47027,36.5511,-85.5439
 Mississippi,Coahoma County,21839,8301,5098,2612,,,
 Mississippi,Copiah County,28453,9711,6582,1541,,,
 Mississippi,Covington County,18491,6831,4809,1354,,,
 Mississippi,DeSoto County,183220,67024,49024,5006,,,
 Mississippi,Forrest County,77743,28867,17896,5008,,,
 Mississippi,Franklin County,7705,3072,2256,560,47051,,
 Mississippi,George County,24260,8577,6387,904,,,
 Mississippi,Greene County,13653,3742,2536,374,47059,,
 Mississippi,Grenada County,21621,8631,5322,921,,,
 Mississippi,Hancock County,45911,18864,13233,2524,47067,,
 Mississippi,Harrison County,207382,79064,52040,13136,,,
 Mississippi,Hinds County,230772,89891,54941,13845,,,
 Mississippi,Holmes County,17243,5674,3322,1633,,,
 Mississippi,Humphreys County,7916,2941,2017,1000,47085,,
 Mississippi,Issaquena County,1111,378,127,92,,,
 Mississippi,Itawamba County,23863,8709,5996,639,,,
 Mississippi,Jackson County,142993,54183,35995,5159,47087,36.3592,-85.6732
 Mississippi,Jasper County,16406,6319,4223,914,,,
 Mississippi,Jefferson County,7286,2412,1650,572,47089,,
 Mississippi,Jefferson Davis County,11372,4305,2880,873,,,
 Mississippi,Jones County,67374,24087,16857,3580,,,
 Mississippi,Kemper County,9211,3196,2096,717,,,
 Mississippi,Lafayette County,55727,18970,11524,853,,,
 Mississippi,Lamar County,63610,24929,18126,2899,,,
 Mississippi,Lauderdale County,73756,28452,18517,5119,47097,,
 Mississippi,Lawrence County,12055,4439,2973,764,47099,,
 Mississippi,Leake County,21452,7424,4904,909,,,
 Mississippi,Lee County,83388,31674,21635,2900,,,
 Mississippi,Leflore County,28555,9534,5696,1970,,,
 Mississippi,Lincoln County,34910,12949,8859,1476,47103,,
 Mississippi,Lowndes County,58904,22315,14160,3165,,,
 Mississippi,Madison County,108248,41805,28837,2640,47113,,
 Mississippi,Marion County,24609,9175,5447,1043,47115,,
 Mississippi,Marshall County,34031,12542,8928,1485,47117,,
 Mississippi,Monroe County,34448,13465,8879,1730,47123,,
 Mississippi,Montgomery County,9948,3802,2443,741,47125,,
 Mississippi,Neshoba County,29153,10024,6897,1711,,,
 Mississippi,Newton County,21385,7533,5041,887,,,
 Mississippi,Noxubee County,10410,3657,2471,1030,,,
 Mississippi,Oktibbeha County,51339,21011,10430,2305,,,
 Mississippi,Panola County,33300,12114,7993,1767,,,
 Mississippi,Pearl River County,55972,20465,14575,2565,,,
 Mississippi,Perry County,11611,4371,2963,756,47135,,
 Mississippi,Pike County,40262,14838,8557,2829,,,
 Mississippi,Pontotoc County,31136,11394,8325,1223,,,
 Mississippi,Prentiss County,25022,9088,6193,975,,,
 Mississippi,Quitman County,6327,2596,1519,776,,,
 Mississippi,Rankin County,156052,58297,41249,3027,,,
 Mississippi,Scott County,28062,9776,7228,1181,47151,,
 Mississippi,Sharkey County,4160,1364,854,453,,,
 Mississippi,Simpson County,26064,9090,6360,1576,,,
 Mississippi,Smith County,14483,5370,3446,552,47159,36.2505,-85.9567
 Mississippi,Stone County,18356,6429,4821,1082,,,
 Mississippi,Sunflower County,26295,8073,5089,2810,,,
 Mississippi,Tallahatchie County,12917,4101,2699,1172,,,
 Mississippi,Tate County,28123,10375,7416,1186,,,
 Mississippi,Tippah County,21877,7854,5435,1031,,,
 Mississippi,Tishomingo County,18945,8030,4964,921,,,
 Mississippi,Tunica County,9949,3635,2023,1006,,,
 Mississippi,Union County,27775,9880,6921,771,47173,,
 Mississippi,Walthall County,13981,5353,3279,968,,,
 Mississippi,Warren County,45141,17091,10450,2397,47177,35.6787,-85.7785
 Mississippi,Washington County,45616,17376,10669,3988,47179,,
 Mississippi,Wayne County,19824,7518,4938,1561,47181,,
 Mississippi,Webster County,9938,3941,2750,777,,,
 Mississippi,Wilkinson County,8706,3316,1756,775,,,
 Mississippi,Winston County,17846,6841,4103,1367,,,
 Mississippi,Yalobusha County,12586,5099,3264,627,,,
 Mississippi,Yazoo County,27924,8645,5432,2191,,,
 Missouri,Adair County,25339,8847,4754,774,,,
 Missouri,Andrew County,18023,6880,4716,408,,,
 Missouri,Atchison County,5312,2374,1441,158,,,
 Missouri,Audrain County,25223,9032,5796,1073,,,
 Missouri,Barry County,34648,13570,9635,1611,,,
 Missouri,Barton County,11712,4522,3062,844,,,
 Missouri,Bates County,16100,5984,4013,867,,,
 Missouri,Benton County,19351,7891,5012,1043,47005,,
 Missouri,Bollinger County,10758,3775,2557,552,,,
 Missouri,Boone County,182170,73113,40985,5139,,,
 Missouri,Buchanan County,85545,33243,20091,4155,,,
 Missouri,Butler County,42314,16031,10226,3525,,,
 Missouri,Caldwell County,8856,3396,2243,346,,,
 Missouri,Callaway County,44449,15814,10826,1315,,,
 Missouri,Camden County,43053,16216,10705,1397,,,
 Missouri,Cape Girardeau County,81086,30913,19353,2949,,,
 Missouri,Carroll County,8564,3339,2359,303,47017,,
 Missouri,Carter County,5365,1887,1242,250,47019,,
 Missouri,Cass County,106966,41113,29655,2790,,,
 Missouri,Cedar County,14184,5504,3579,1112,,,
 Missouri,Chariton County,7432,2563,1847,183,,,
 Missouri,Christian County,87824,32631,24260,2202,,,
 Missouri,Clark County,6649,2364,1528,229,,,
 Missouri,Clay County,250134,98033,66046,6798,47027,36.5511,-85.5439
 Missouri,Clinton County,21095,7946,5391,592,,,
 Missouri,Cole County,77412,29867,18565,2301,,,
 Missouri,Cooper County,17397,6091,4163,604,,,
